client_id,ip_address,geo_location,device_type,login_time,is_geo_fraud
2a9f252c-2fa9-4fb9-bb35-3a26402e001c,42.85.130.138,"New Stevenview, Hungary",mobile,2025-01-12 18:50:30,0
2dcfefc4-079d-4449-98c4-6bc79524f818,151.55.250.141,"East Kevinburgh, Turkmenistan",desktop,2025-01-02 15:30:49,0
e994a6b8-e753-4e2e-a5b2-680f15ebcf4d,170.145.201.159,"Bennettborough, Rwanda",mobile,2025-01-05 05:06:58,0
0d6d092d-0b90-4fce-9b41-7384ac2b2d82,160.254.211.56,"Samanthashire, Cuba",tablet,2025-01-03 21:42:49,0
a8dace36-5816-4938-910c-5cd59d61ceaf,199.163.153.169,"North Scott, Isle of Man",desktop,2025-01-10 14:29:34,0
f7462384-f927-4fbf-99eb-336578e6e57b,220.178.41.102,"Port Debbieberg, Cayman Islands",desktop,2025-01-07 02:28:32,1
6f5c05b2-1851-4f42-befc-1643ff4d94e9,76.175.158.11,"Brianbury, Dominican Republic",mobile,2025-01-02 05:01:58,0
40c687dc-94bd-495a-923d-883c3a72d401,80.173.2.30,"Powersview, British Indian Ocean Territory (Chagos Archipelago)",mobile,2025-01-10 00:37:12,0
72458b56-4eda-45d3-ae3e-653b7725afe2,208.52.72.91,"Robertsonstad, Gabon",desktop,2025-01-01 06:13:27,0
a93ac3bc-1454-4c47-a0da-ea63fee443f5,63.153.76.187,"Port Sueburgh, Ethiopia",tablet,2025-01-11 18:00:13,0
36f22f05-b2a5-43c2-ba2f-b858a07bc724,68.154.179.145,"Bartlettview, Bermuda",tablet,2025-01-06 22:40:51,1
996e66f0-ffb7-47ee-8b23-9d2816be888c,137.140.240.240,"Orrport, Czech Republic",mobile,2025-01-12 23:04:23,0
fb1e972e-fa34-43bf-9b35-941b9e8e43bf,212.220.133.145,"Port Joelmouth, Senegal",mobile,2025-01-04 08:03:43,0
a694b680-fd13-4e9a-8c63-d2bf882a0932,148.80.228.132,"Ronaldside, Korea",mobile,2025-01-12 18:44:48,0
0482cafd-7158-47d0-b380-d101890c993e,132.215.240.230,"Jaredton, Egypt",mobile,2025-01-04 22:36:01,0
7382affc-0000-4c39-84a4-4a5a06e03ec0,13.241.71.176,"North Traci, Sudan",tablet,2025-01-04 16:37:29,0
e6f427ae-be6b-4acf-beda-47677e497fa4,30.59.91.17,"North Michelle, Singapore",tablet,2025-01-12 12:48:04,0
1ac6eaa2-e58b-4f88-896b-08d945ecebbc,202.54.234.17,"Port Jill, Martinique",tablet,2025-01-06 06:00:58,0
b4ce7add-1302-41be-9fac-da2ebf438993,14.112.108.248,"Palmerport, Chad",tablet,2025-01-05 19:30:57,0
411cea65-4015-45ec-9535-e4f84ddb546f,173.188.234.133,"Lynnville, Antarctica (the territory South of 60 deg S)",mobile,2025-01-01 01:29:10,0
fc0fef6e-0654-4ef4-b286-bf4dc49f5893,184.240.68.30,"Lauraside, Dominica",tablet,2025-01-02 21:42:37,0
70c6da8f-e1e6-4992-ae0a-ecf61796f5e3,199.167.121.177,"South Johnland, British Indian Ocean Territory (Chagos Archipelago)",desktop,2025-01-05 15:05:02,0
4b11c477-9b4c-4fa7-8213-e20383ccbed2,37.253.34.60,"West Chad, Kuwait",mobile,2025-01-01 01:42:11,0
213133df-2c46-497e-93c4-c2bf651f79e1,116.112.241.191,"Gonzalezshire, Brazil",desktop,2025-01-01 03:59:34,0
6b8207c5-e1f8-4517-bf93-3e3719de9911,135.244.140.76,"Oliviaview, Marshall Islands",tablet,2025-01-12 14:22:59,1
39321a4f-0bf0-41c3-b446-1390533352dd,211.132.223.114,"East Abigail, Thailand",mobile,2025-01-05 22:56:55,0
272af9a4-c58f-4960-a7d4-a8cc3c590ae7,7.73.125.202,"North Jeremy, Australia",tablet,2025-01-13 14:07:15,0
13b83384-bf30-4532-9026-f35c6e0c555c,141.165.179.227,"West Susan, Tuvalu",tablet,2025-01-06 12:38:39,0
44b1262b-e03d-4411-9bd3-a4bb49444272,6.194.74.58,"Shawnside, Cayman Islands",desktop,2025-01-07 02:23:05,0
a2798c85-23fd-4ea9-85b4-431f7003547c,195.71.101.19,"New Kevinfort, Dominican Republic",tablet,2025-01-02 23:05:47,1
08b699e1-7859-4c7a-8643-592976333c61,196.19.186.99,"Port Justinchester, Mexico",tablet,2025-01-02 19:44:07,0
ee6f1c6f-0955-4c1b-ac75-b061b7d3f50e,174.190.155.55,"Walkerfurt, Burkina Faso",mobile,2025-01-10 03:35:02,0
c564ee33-0117-4d90-a777-839e8d65b67d,88.106.61.195,"South Christopher, Uganda",desktop,2025-01-13 14:26:11,0
3051640f-d339-460d-ac62-dde14175804c,162.247.110.144,"Laurenport, Bhutan",tablet,2025-01-01 15:31:18,0
82a9c42a-79ba-45d5-87d5-a190258649c4,215.3.40.126,"Riverashire, Paraguay",tablet,2025-01-13 03:41:14,0
63b4c62f-6074-4719-993f-da0f6196f7c1,142.83.64.17,"Deniseshire, Botswana",tablet,2025-01-05 14:26:37,0
d411c8f9-a225-47a0-b593-5828ee00d7f4,153.5.168.180,"North Henryton, Poland",mobile,2025-01-10 22:22:41,0
b2db8f9b-d95a-4757-8ccd-1a9254c8d318,205.46.254.67,"South Sarahtown, British Virgin Islands",desktop,2025-01-09 04:17:33,0
8eb6ffd4-ca9f-491a-bc00-1649c48a633f,151.168.24.209,"Joneston, Pakistan",desktop,2025-01-05 18:09:16,0
c9fb7f45-49cb-4d98-8c83-a3888fa4c3a8,190.13.199.189,"Kristytown, Tanzania",desktop,2025-01-03 01:56:34,0
0d9a7ccc-29b8-48ab-a9c2-3cc409b217f1,181.118.57.175,"Port Seanmouth, Poland",mobile,2025-01-02 10:32:23,0
f09a67a4-21ee-407a-814b-d8e0644827ab,67.18.172.231,"West Tiffany, Sierra Leone",mobile,2025-01-12 17:19:23,0
3766e017-6810-4ea7-9270-858c5240cc8d,183.202.50.170,"Brandonside, Chad",tablet,2025-01-08 15:57:31,0
40a3a54d-3271-4e0e-97e8-252f40be6b82,220.66.55.53,"South Shannon, Singapore",tablet,2025-01-05 15:40:01,0
e5173423-952b-4895-93df-6aa0024cc2ff,39.133.113.185,"Colemanburgh, Vietnam",tablet,2025-01-08 19:24:22,0
869108ff-bc27-42bb-983e-fa55c1b41a5f,201.181.40.101,"Lorifurt, Cape Verde",mobile,2025-01-08 19:46:23,0
980266c5-1954-47e5-a61f-79ef390a6588,146.141.175.237,"Deborahside, Saint Lucia",desktop,2025-01-12 02:33:03,0
e0abd507-7083-4861-a49d-2cc38d9bbc63,133.16.213.244,"Mccarthymouth, Cayman Islands",mobile,2025-01-08 23:41:46,0
b640d123-db7f-4b7b-bf49-4d00f4a86f83,47.92.145.93,"Jimmymouth, Switzerland",tablet,2025-01-04 20:11:44,1
5206cfc6-d0fc-410c-9b41-8f1a90d85d52,164.40.82.101,"North Logan, Canada",desktop,2025-01-04 08:31:31,0
b935828b-d2a1-4c92-8bd0-1217d7be9cfc,172.74.197.83,"Port Williamberg, Brunei Darussalam",mobile,2025-01-12 14:25:17,0
f1d0341c-7f10-4132-b412-362810f7fc4f,197.251.243.91,"Wesleyfurt, Switzerland",desktop,2025-01-12 10:51:21,0
9a0559bb-32cc-41a4-8790-ff8de296cac5,136.1.156.27,"Payneburgh, Marshall Islands",tablet,2025-01-13 04:24:44,0
34d7dabe-bfeb-4687-b3f3-9df314b4b79a,14.7.125.170,"Lopezshire, Algeria",tablet,2025-01-04 16:44:57,0
5ba5bc39-1af2-4efa-a403-853a09b32f62,83.117.226.56,"Johnsonton, Jordan",tablet,2025-01-01 05:53:03,0
2fcdce8c-8965-477a-ab18-dff829b8e4aa,97.197.222.22,"Fletcherfort, Italy",desktop,2025-01-06 07:44:26,0
1a47754f-d2a0-44f0-8de4-b49f218a1a76,97.78.89.56,"Martinport, Lao People's Democratic Republic",tablet,2025-01-09 07:49:38,0
15375630-3b4e-4f8b-91c5-32dee6b99d94,195.177.246.143,"New Richardtown, Bhutan",tablet,2025-01-12 22:06:24,0
f940b1c4-7e3b-46b7-887e-a04202a803e6,92.9.234.77,"North James, Lithuania",desktop,2025-01-08 00:09:12,1
a43600ea-eb3b-4e0a-b007-b99fe950bd21,186.14.221.131,"Tylershire, Tunisia",tablet,2025-01-06 16:42:48,0
442f1ea9-5f10-45e6-bc50-1ec8ecfef8e8,198.25.168.246,"New Josephport, Singapore",desktop,2025-01-11 02:35:55,0
11b13256-d32b-4025-aa5f-75d2dd86a93b,219.172.69.211,"Lake Alyssa, Kyrgyz Republic",mobile,2025-01-08 02:33:41,0
5638a372-c7ad-404a-b4e1-256f8b8d3550,213.75.24.252,"New Benjamintown, Italy",mobile,2025-01-05 00:48:13,0
f9509597-9c23-4a15-b344-a130bc37718c,185.112.111.10,"Lake Judithburgh, Bouvet Island (Bouvetoya)",mobile,2025-01-12 07:09:30,0
20ca0c5c-774a-491c-aa99-3eef2fe0225e,19.63.53.109,"Jesseville, Svalbard & Jan Mayen Islands",desktop,2025-01-11 09:35:34,0
cbd732d9-c522-45fe-81c3-252a1159f5d1,199.197.13.20,"New Ashleyside, Egypt",mobile,2025-01-08 07:37:51,0
766be0c7-ea38-4bc5-80be-8ec22298f9c9,218.41.37.41,"West Matthew, Slovakia (Slovak Republic)",desktop,2025-01-08 12:59:22,0
b8e69efe-4206-46df-80ef-55f99075bfc9,143.100.235.214,"Foleyton, Tanzania",mobile,2025-01-09 12:19:56,0
860b8013-3e5e-48d9-909d-0997b4d998cf,163.57.123.118,"East Shannonport, Comoros",desktop,2025-01-01 08:40:56,1
6ce19f71-68d4-4e7e-a61c-e87fa16213ce,148.167.235.9,"Darylmouth, Zambia",tablet,2025-01-08 06:52:56,0
ea731ea8-0f5a-4404-8295-656436e960b9,168.7.161.28,"Maryview, Albania",desktop,2025-01-03 09:56:01,1
92314896-576a-44b5-9aef-1967d0397799,151.143.54.149,"Freemanbury, Albania",tablet,2025-01-11 08:24:51,0
895e0a85-f200-413c-a1ee-4074d8067b13,214.168.186.1,"East Calvin, Bosnia and Herzegovina",desktop,2025-01-04 06:27:27,0
c0923f40-cd8b-4c9d-9c79-9dc4097c7941,211.66.20.216,"West Sandymouth, Lao People's Democratic Republic",mobile,2025-01-13 16:53:36,0
496d3302-c4f0-4f19-b3a8-c94211423c5d,130.225.176.72,"Natalieborough, Hong Kong",desktop,2025-01-09 02:05:50,0
57922b1c-bb97-4654-a4b3-b9af2ca8b140,198.72.149.109,"Port Lisa, Qatar",mobile,2025-01-08 14:59:38,0
466c46c3-9fe9-43e5-ad38-be0b3c5cfe13,94.101.97.127,"Mitchellfurt, Dominica",mobile,2025-01-11 04:58:09,0
e12e45d4-e974-49cc-b511-ee9bc33da714,69.142.215.96,"Lindaview, Austria",mobile,2025-01-09 04:17:17,0
6914025d-3f04-4624-b090-e18097f76e19,194.252.35.249,"Wrightfort, Belgium",mobile,2025-01-01 07:13:33,0
b61b39f7-e7ce-4d8a-b3a0-f383771b6074,175.184.150.229,"Shaffershire, Puerto Rico",tablet,2025-01-12 01:20:26,0
43a5e68d-6b96-43dd-9c58-7d59daf3cc14,131.186.47.208,"South Kathryn, Tuvalu",mobile,2025-01-08 21:50:54,0
b4263f37-0a6f-4bec-8463-d26c49d77f3c,214.62.11.129,"Davidside, Brunei Darussalam",mobile,2025-01-05 15:34:22,0
ffca5e98-3ad5-4606-9b47-47a28e5d4324,151.120.232.244,"Lake Tinamouth, Cook Islands",mobile,2025-01-04 07:50:40,0
938f98e7-9a1a-4a75-badb-fc4468a1babd,172.132.94.171,"Kellyview, American Samoa",desktop,2025-01-05 22:37:42,0
4378320d-0e04-41f5-8ddd-cf8221087bd3,159.113.75.131,"New Anthonymouth, Kenya",desktop,2025-01-10 19:49:17,0
a45113fb-1322-4897-a1fe-ecac365c739a,189.206.202.180,"Nortonburgh, Saint Pierre and Miquelon",tablet,2025-01-05 11:00:07,1
ceb40265-d9e2-4815-ab1c-59debc435cdb,183.91.62.249,"New Jenniferbury, Niue",mobile,2025-01-07 19:35:03,0
71ac0d3c-c808-48f8-a8da-4cc082639f57,34.150.72.106,"Lake Jacqueline, Jordan",mobile,2025-01-11 17:05:36,1
28c6d361-ff51-4f47-89ec-f47270495ba4,196.160.239.50,"East Ericton, Pakistan",tablet,2025-01-08 02:06:14,0
48ab4e33-3670-4687-86c0-9174d7afb825,101.59.219.205,"South Michaelberg, Denmark",desktop,2025-01-11 10:53:50,1
fab4b92e-6b2e-4b63-a9d7-0f22b170ad6c,144.246.13.23,"West John, Finland",tablet,2025-01-01 10:04:05,0
6f96f025-df12-4855-b0d1-33f6327eaa76,85.251.147.20,"Davisfort, Mauritius",mobile,2025-01-10 16:43:38,0
587b0d73-1551-425e-b042-90f436c8b398,121.25.242.17,"Gillville, India",mobile,2025-01-10 00:04:57,0
b64042a5-f2f2-4ee5-83d6-09b47d06d02a,203.254.142.15,"Davisshire, Zimbabwe",mobile,2025-01-12 05:37:49,0
65da93bf-19fa-4de1-874c-6d46852b7c86,137.179.216.144,"East Brandonton, Djibouti",mobile,2025-01-09 09:45:18,0
438f498a-ffd9-4571-afb9-5d1654ff1e0b,43.143.93.172,"North Jeffreyshire, Somalia",desktop,2025-01-05 21:33:50,0
8ddb8ec9-153a-42ec-939c-67f696f60537,221.203.95.120,"Garrettfort, Israel",mobile,2025-01-06 20:42:23,0
3f24f107-b437-44a5-b60f-744ada411a61,217.178.163.117,"Port Meagan, Rwanda",desktop,2025-01-04 00:47:07,0
da1eacc2-8b51-4215-a3b4-74f48ac6a9d4,87.178.66.101,"Lake Scott, Slovenia",desktop,2025-01-13 02:57:32,0
7b59c537-6b32-48b0-8e7e-b974ebcbfd7b,184.180.25.33,"Lake Lindafurt, Niue",mobile,2025-01-10 02:37:51,1
73b6c120-ccdf-453d-bcac-31861a6d8a43,20.125.1.38,"South Jesusberg, Italy",mobile,2025-01-09 03:29:08,0
495bc9a7-b12a-42d0-a14b-66b102761400,84.242.131.127,"Port Justinfort, Guinea",desktop,2025-01-05 07:46:49,0
85982277-e73c-474e-b21f-3fecfe592a3d,51.187.164.129,"North Christopher, Tanzania",mobile,2025-01-03 22:17:01,0
0c76883a-0fe6-41bc-9d94-461632b9e9cd,213.24.155.191,"Garrettfurt, Botswana",desktop,2025-01-03 15:35:17,0
8a163e3a-d666-4f66-95ac-d210121433fb,149.37.3.14,"Barkerport, Mauritius",tablet,2025-01-11 16:22:34,0
d1d8bffa-11a2-4535-bb62-69fe8a8e791a,71.7.242.64,"East Kaitlinville, Mexico",tablet,2025-01-10 08:18:29,0
a4400dd7-c7b0-4a81-825d-d48a9269c430,187.27.114.199,"Lake Chad, Kyrgyz Republic",desktop,2025-01-07 17:36:03,0
4b20bb2c-cf4f-46a3-9109-cbf425b5eb6f,181.231.245.39,"Mayertown, Falkland Islands (Malvinas)",desktop,2025-01-08 04:13:15,1
89eb023f-2dab-4c7e-bde0-5c77c9b223ce,159.167.164.107,"South Natalie, Suriname",mobile,2025-01-10 23:25:04,0
86bf2c9c-ff03-4d79-bd92-c441f0b9bbf6,223.191.118.151,"East Matthewburgh, Samoa",tablet,2025-01-10 00:43:20,0
b4bd04e0-a6b6-4944-88c1-6f53e4a76cc4,114.38.35.24,"New Katrina, Tanzania",desktop,2025-01-05 08:37:06,0
5b9a4583-c968-45b9-a654-60c1043f977f,158.193.9.156,"South Andrew, Malta",tablet,2025-01-08 12:20:51,0
d4192f28-e41a-421e-970f-10e523eb9c3d,164.127.27.78,"New Jody, Gambia",tablet,2025-01-13 05:56:29,0
66d190b1-fc8c-4267-bb65-741344444e3a,79.246.50.221,"Gonzalezville, Sweden",desktop,2025-01-07 14:25:34,0
0466fbb6-8ae7-401a-88d9-8cfb44ec680f,186.228.110.183,"Port Seanville, Saint Pierre and Miquelon",desktop,2025-01-11 05:31:46,0
942912c7-361c-45b1-a8cd-877c2504f27a,128.21.131.238,"Jessicamouth, Saint Martin",desktop,2025-01-02 11:50:57,1
9589c16e-532c-4d7d-9bb4-559dca3046de,206.11.115.143,"Jefferyport, Rwanda",desktop,2025-01-04 17:53:39,0
ddc28974-caa6-4158-88a8-413259efc8e8,24.111.235.139,"West Brian, Vanuatu",mobile,2025-01-09 03:48:16,0
21da00b5-d72c-4ff1-af28-7a3c4b92fcd0,154.248.41.200,"Jonathanview, Cambodia",desktop,2025-01-13 06:44:37,0
e6cb6834-4ef7-4bd1-925a-e2c9049ca814,68.163.212.57,"North Whitneyview, Zambia",desktop,2025-01-09 12:12:03,0
3d0e23c9-8ec8-4ae6-95c5-465074e31ea6,220.163.113.199,"Mariafurt, United States Minor Outlying Islands",tablet,2025-01-03 16:18:43,0
c05fc5b1-56fc-4fc8-9312-7bee90877d86,145.159.199.212,"Jessicastad, Guinea-Bissau",mobile,2025-01-09 19:55:04,0
47bce3e8-2ac0-41f4-8007-32272893f865,215.255.172.188,"East Patriciaton, Swaziland",mobile,2025-01-06 21:43:47,0
87baaece-f121-4833-8a14-c2b931e476b3,92.35.143.110,"West Joshuatown, Aruba",mobile,2025-01-10 21:54:35,0
6803ce2a-fab9-4be1-b4b3-379dedd0e6e6,183.99.111.85,"West Jorge, Senegal",mobile,2025-01-03 01:00:50,1
523443f1-7364-40d3-8849-739c60086217,89.140.242.167,"Rhondatown, Ethiopia",desktop,2025-01-10 02:42:22,0
e233e9b5-34dc-4421-ac41-1ef519a03637,197.74.145.1,"West Sarahberg, Belize",mobile,2025-01-08 16:54:08,0
49c9ec5b-a271-4a12-9d17-e95331700dc9,57.76.253.60,"Reneechester, Argentina",mobile,2025-01-10 13:53:00,0
96078790-2949-40b5-804c-1fb566c8ad9f,145.34.56.165,"Hannahland, Svalbard & Jan Mayen Islands",mobile,2025-01-04 15:24:12,0
11b9f4d2-e070-4886-bcbd-6d02c37d1e20,192.228.41.208,"South Carl, Iran",mobile,2025-01-13 12:14:07,0
28f33d0b-5fee-40a9-b49d-5f5480029e40,168.212.108.212,"Kaitlynmouth, Guadeloupe",mobile,2025-01-07 17:16:02,0
02c490c4-f6b8-4c58-9be1-e6627f9a69bf,94.203.7.6,"Travistown, Grenada",desktop,2025-01-10 03:29:09,0
9abbca47-556c-44ed-9d3f-b4c98a1035ea,24.219.249.209,"Sarahton, South Africa",mobile,2025-01-04 11:53:56,0
905aeeb5-b130-47e2-a8e7-11a140f22c38,136.15.51.91,"Brittneytown, Tunisia",tablet,2025-01-02 15:59:15,0
b08b105e-8c41-4617-ada3-5491d76bd7f1,154.7.94.95,"Clarkeview, Korea",desktop,2025-01-05 23:15:13,0
17309bd9-33d1-4905-be7d-1ed84c800979,91.60.139.102,"West Michelle, Cuba",tablet,2025-01-10 05:39:40,1
0ebbf6fa-4b78-4031-808b-0a575ac6917a,209.67.178.43,"Tuckerfurt, Mayotte",desktop,2025-01-06 04:55:57,0
52b34a62-1ff3-46b9-a48c-da7cee2159f6,194.180.45.183,"Briantown, Brunei Darussalam",mobile,2025-01-08 02:45:18,0
3c68dea5-3dc4-4763-b678-36ab2e1ddb07,195.150.51.89,"Christopherfort, Tanzania",tablet,2025-01-10 07:06:10,0
72329e94-9a99-49a8-b53b-bb132edd2426,164.94.234.4,"South Maryshire, Indonesia",mobile,2025-01-02 18:02:34,0
79bc6853-1335-460e-8b89-4001d2bf564a,133.99.224.216,"Waltersborough, Somalia",tablet,2025-01-10 03:50:20,0
4fa0cadd-562e-47e8-a008-7fb6ed7f306d,82.150.224.186,"New Kenneth, Morocco",desktop,2025-01-11 14:46:15,0
d09fc786-ed3b-4ca1-bef9-79be7d5b350c,193.232.237.247,"Deanfort, Poland",mobile,2025-01-07 09:42:11,0
f6781cc8-afbf-4cc3-ab4e-fa69d3717153,1.129.168.120,"New Timothyberg, Colombia",desktop,2025-01-13 12:54:25,0
8e69db95-5d6c-434d-8f14-9c47d050090d,219.121.225.251,"Port Carol, Saudi Arabia",desktop,2025-01-06 12:24:07,0
4f376f5b-500b-4713-bf38-8eeec26951a2,210.171.213.151,"South Kimberlychester, Paraguay",desktop,2025-01-02 04:15:27,0
7e8334c3-000a-4d72-8b62-118e4f96fd43,61.112.21.4,"Port Christianton, Vanuatu",desktop,2025-01-10 06:29:40,0
64858d97-7e9b-48e9-b34d-fa202d731d9d,54.198.23.199,"South Steven, Venezuela",desktop,2025-01-04 15:46:55,0
679b3db8-98a0-4c86-b0e5-93f75bc87082,207.203.44.7,"Nelsonshire, French Polynesia",mobile,2025-01-07 06:58:14,0
767e5943-6b3a-4e5e-a9c1-7a71d2eddd55,104.253.11.40,"Johnsonland, Guam",mobile,2025-01-11 14:14:07,0
4e2db7f1-ccc9-42a9-bc02-e53e611ad069,103.147.103.250,"West Jason, Brazil",tablet,2025-01-02 19:03:50,0
688cd084-55a0-428d-9a91-5d5f6b6d4c98,211.29.177.208,"Port Martin, Equatorial Guinea",tablet,2025-01-08 09:48:34,0
4746aa42-08cd-4edb-9ef4-3aba6ec343f7,168.197.101.216,"New Janeberg, United Arab Emirates",mobile,2025-01-06 09:54:47,1
4da6afc6-904d-47a2-929c-8a925343bacb,133.51.191.110,"Granthaven, Spain",mobile,2025-01-11 11:14:10,0
95533401-c312-4344-9593-c69a3c9034e0,220.154.92.124,"Youngbury, Niger",desktop,2025-01-05 21:02:15,0
729623ae-42df-41aa-bccc-b3dd14e0ce7c,31.250.238.149,"South Valerie, Sao Tome and Principe",desktop,2025-01-12 18:20:09,0
ecd1ad04-6f63-4275-8405-88dde98c3a3d,149.184.229.139,"North Daisyland, Burundi",tablet,2025-01-05 22:19:27,0
b5fb2471-0013-471b-9dcf-3f67dc3e9f90,98.178.155.59,"East Amanda, Chad",mobile,2025-01-11 18:39:16,0
016363fe-da01-4316-bf67-7e3e11c5efaa,148.189.10.146,"South Nicole, Ireland",mobile,2025-01-01 10:25:21,0
c9567e0d-1961-4df2-b821-13d5e53d00c7,140.198.182.110,"Gallagherside, Qatar",desktop,2025-01-09 19:11:25,0
8c9d3978-a83c-4661-9c42-a78bf9757ee5,208.118.197.174,"Lake Robertburgh, San Marino",tablet,2025-01-03 13:51:05,0
0e4ec137-17b5-4671-a19f-1aaa4c840315,133.135.93.88,"Port John, Cape Verde",desktop,2025-01-11 21:37:26,0
5fc79f55-82fa-4809-bafd-aec991b4fffc,64.195.71.243,"East Beth, Saint Lucia",tablet,2025-01-03 08:47:35,0
6cc8ddac-9635-46b5-99e1-8e6f8192f3a9,161.115.12.195,"Leton, Christmas Island",mobile,2025-01-13 10:25:58,0
31d332f0-27d4-4f7b-b0bb-532c66b9d442,105.21.81.205,"North Michael, Central African Republic",mobile,2025-01-07 04:26:06,0
ca720e59-3eb0-4790-95ef-e246e5280e2f,28.45.135.221,"New Sharonland, Kyrgyz Republic",tablet,2025-01-10 06:20:11,0
4f02687c-2af5-4fdb-9d1b-0a8abb412a5c,156.102.112.154,"Port Dylan, South Georgia and the South Sandwich Islands",desktop,2025-01-02 15:05:37,0
53e5b587-d665-418a-858f-954b9acae421,141.229.148.76,"South Christopherborough, France",tablet,2025-01-13 16:48:13,0
37e715eb-ed08-41da-aea3-431bc40461f7,204.166.219.82,"Sanchezside, Costa Rica",tablet,2025-01-11 14:27:40,0
a1f557a8-2360-4424-83c1-6bce75784422,29.131.92.119,"New Aaron, Peru",tablet,2025-01-09 04:18:27,0
319236ec-f090-40c6-93ec-40b57528a479,164.191.1.82,"Timothyton, United States of America",desktop,2025-01-12 07:02:23,0
aaeab953-940a-4323-8cd1-53cb3acdd907,208.30.234.167,"New Rebecca, Vanuatu",tablet,2025-01-13 02:21:57,0
7c9507d4-4992-4b29-939c-733b041ea460,219.222.167.228,"Ramoston, Fiji",mobile,2025-01-08 16:13:19,1
d6b608df-ac93-48a8-9ebe-30a57aebf04b,34.55.15.102,"South Michael, Malta",desktop,2025-01-06 10:15:01,1
0cfb2ac6-3d4c-4320-b0f2-58f2b7f2ac0f,53.151.61.148,"New Benjamin, Western Sahara",mobile,2025-01-13 02:48:43,0
487c62f6-a5b1-4177-8b26-ea474ca7ff45,176.161.5.91,"New Josefort, North Macedonia",desktop,2025-01-03 16:05:17,0
e0d9422b-3cf2-4a85-8550-7381a71f0227,85.102.102.78,"Andrewside, Antigua and Barbuda",tablet,2025-01-01 15:25:53,0
39c4e5cf-d1a8-463f-b474-3135347d7084,120.55.76.221,"East Michaelbury, Bulgaria",desktop,2025-01-02 16:23:11,0
ed6a8581-e383-4adf-a375-63103ccaa89b,26.141.151.150,"Brianside, Armenia",tablet,2025-01-04 16:55:58,0
c7e05d01-90dd-4a70-aa3a-393dfb0b8b0a,178.250.59.83,"Hernandezmouth, Bosnia and Herzegovina",desktop,2025-01-11 13:52:03,0
ac52a487-93e0-4c0a-9740-da16e139145b,128.140.49.87,"Lake Teresa, Guinea-Bissau",desktop,2025-01-07 07:12:01,1
